,NumberOfTime30-59DaysPastDueNotWorse,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,bins_age,bins_MonthlyIncome,bins_RevolvingUtilizationOfUnsecuredLines,bins_DebtRatio
127909,0,10,0,1,0,2.0,3,8,3,2
22437,0,5,0,2,1,1.0,5,8,3,2
34663,0,13,0,2,0,1.0,3,9,2,1
22575,0,5,0,1,0,1.0,7,7,0,1
54958,0,10,0,2,0,0.0,8,2,0,2
45081,0,3,0,0,0,0.0,1,5,3,3
95006,0,2,0,0,0,4.0,5,6,3,0
142746,0,4,0,0,0,0.0,1,2,3,0
46006,0,4,1,0,0,0.0,8,5,3,3
32125,0,6,0,0,0,0.0,12,9,0,0
63357,0,12,0,2,0,0.0,7,8,3,2
52705,0,5,0,1,0,0.0,8,0,0,3
114368,1,10,0,3,0,0.0,6,9,3,2
2527,0,9,0,1,0,0.0,8,7,2,1
43055,1,15,0,1,0,2.0,5,4,0,2
63709,0,9,0,1,0,0.0,10,9,1,1
25478,0,9,0,0,0,1.0,7,9,3,0
51842,0,6,0,0,0,0.0,8,3,1,1
123614,0,7,0,1,0,0.0,5,5,2,2
24568,2,1,2,0,2,0.0,2,1,3,1
27006,0,7,0,1,0,0.0,6,5,3,1
44853,0,4,0,0,0,1.0,6,5,0,0
141720,1,7,0,2,0,0.0,11,5,0,3
97795,0,7,0,1,0,0.0,12,4,0,1
88965,0,11,0,2,0,1.0,6,6,0,2
59467,0,14,0,1,0,1.0,8,8,2,2
103980,0,13,4,2,0,0.0,7,4,3,3
87266,0,7,0,1,0,0.0,10,5,3,3
140556,0,13,0,3,0,7.0,5,9,2,2
114295,2,10,0,0,0,0.0,11,2,1,0
113441,0,13,0,2,0,2.0,9,9,1,1
108220,0,11,0,2,0,2.0,8,8,0,1
16982,0,0,1,0,0,2.0,7,9,3,0
57428,0,7,0,1,0,2.0,3,7,1,1
7255,0,21,0,2,0,2.0,4,6,2,3
99110,0,5,0,1,0,0.0,6,7,0,1
13670,0,6,0,3,0,0.0,9,9,3,1
11278,0,10,0,1,0,1.0,7,5,2,1
29386,0,6,0,2,1,0.0,6,5,3,3
17959,0,9,0,3,0,1.0,5,9,2,2
54774,1,9,0,2,0,1.0,12,6,0,1
121577,0,11,0,0,0,0.0,8,9,1,0
52074,0,3,0,1,0,0.0,8,2,0,1
55847,0,12,0,2,0,3.0,5,9,2,2
31627,0,12,0,1,0,0.0,8,5,2,2
83562,0,10,0,3,0,2.0,5,9,3,2
1134,1,5,0,0,1,2.0,3,2,3,2
93564,0,11,0,3,0,0.0,9,7,2,1
63546,0,4,0,1,0,3.0,4,5,0,3
4677,7,14,1,2,1,0.0,7,5,3,2
86700,0,3,0,1,0,3.0,9,8,0,2
134937,0,9,0,2,0,3.0,6,9,0,1
117239,0,5,0,1,0,0.0,7,4,2,1
40508,0,6,0,0,0,0.0,7,8,0,0
12260,0,12,0,0,0,0.0,11,9,2,0
109452,0,5,0,1,0,0.0,7,5,1,3
42677,0,8,0,2,0,0.0,7,7,1,1
135748,0,2,0,0,0,0.0,5,4,1,0
86102,0,12,0,2,0,0.0,5,3,3,3
144243,0,3,0,0,1,0.0,8,3,0,0
84264,0,7,0,1,0,2.0,5,0,1,3
117694,0,5,0,0,0,1.0,12,5,3,1
142652,0,5,0,0,0,0.0,9,9,2,0
107364,1,6,0,1,0,3.0,3,4,0,2
33464,0,8,0,0,0,0.0,12,5,0,0
19196,0,6,0,0,0,2.0,7,3,2,1
127348,2,4,2,2,1,2.0,5,1,3,2
139840,0,5,0,1,0,0.0,10,8,0,2
79185,1,8,0,1,0,1.0,3,3,0,1
20701,0,22,0,3,0,0.0,8,2,1,3
115811,0,10,0,2,0,0.0,6,0,0,3
99322,0,7,0,0,0,0.0,6,5,0,3
77709,0,7,0,0,0,0.0,12,5,0,3
109448,0,8,0,2,0,4.0,3,6,1,2
53344,1,6,0,0,0,0.0,2,5,3,3
141531,0,10,0,0,0,0.0,5,3,2,2
12632,0,15,0,3,0,3.0,7,9,1,0
14449,0,12,0,3,0,0.0,7,5,1,3
78296,0,6,0,2,0,2.0,5,3,1,2
119595,1,24,0,0,0,0.0,10,2,0,0
104890,0,4,0,2,0,3.0,6,9,3,1
4689,0,24,0,2,0,2.0,8,9,2,1
114354,0,9,0,2,0,2.0,6,8,2,1
69686,0,5,0,1,0,4.0,5,5,2,2
147095,0,13,0,2,0,2.0,6,0,1,3
75592,0,7,0,1,0,0.0,6,5,2,3
107986,1,3,0,0,0,0.0,1,1,3,1
99925,0,7,0,1,0,4.0,6,7,3,1
92083,0,9,0,1,0,1.0,9,5,1,2
62295,0,17,0,1,0,1.0,6,9,2,1
138030,0,13,0,2,0,1.0,8,5,2,2
139109,0,7,1,1,0,4.0,7,9,2,2
19688,0,13,0,2,0,0.0,8,4,2,2
105799,0,4,0,1,0,2.0,2,1,3,3
27758,0,8,0,1,0,0.0,5,5,1,3
25429,0,17,0,3,0,1.0,8,9,1,1
11483,0,7,0,1,0,2.0,6,8,1,2
53345,0,10,0,0,0,0.0,11,5,0,3
1402,0,11,0,0,0,0.0,12,3,2,0
1324,0,8,0,1,0,0.0,12,2,2,2
132752,0,5,0,0,0,0.0,8,9,1,0
72299,1,6,0,0,0,0.0,3,3,3,1
23131,0,10,0,1,0,3.0,5,5,3,1
12023,0,3,0,0,0,0.0,12,5,0,3
34689,0,0,0,0,0,0.0,1,1,3,0
25649,2,4,0,0,0,0.0,6,4,3,1
121487,0,4,0,0,0,0.0,12,7,1,0
51391,0,11,0,1,0,0.0,9,5,2,3
40604,0,5,0,0,0,0.0,10,3,2,1
26775,0,8,0,1,0,0.0,9,9,1,0
22805,0,12,0,5,0,1.0,8,9,2,2
46924,0,3,0,0,0,0.0,12,5,0,0
100374,0,3,0,1,0,1.0,12,3,0,1
80840,1,4,0,0,0,0.0,2,0,1,3
1638,0,7,0,0,0,0.0,5,9,0,0
104584,0,4,0,1,0,0.0,10,3,2,1
24405,1,9,0,1,0,1.0,5,8,3,2
1254,0,8,0,1,0,0.0,9,1,1,3
114074,0,3,0,1,0,0.0,7,5,0,3
8949,0,5,0,2,0,1.0,9,7,2,2
133359,0,12,0,1,0,0.0,6,3,0,1
28657,0,11,0,2,0,2.0,7,9,3,1
8275,0,9,0,0,0,0.0,3,7,3,0
586,3,8,0,1,0,1.0,2,4,3,1
121567,1,13,0,1,0,0.0,10,2,2,2
67802,0,6,0,0,0,0.0,4,5,2,0
23635,2,6,0,2,0,0.0,3,4,3,1
26742,0,11,0,0,0,2.0,4,1,3,2
24797,0,5,0,0,0,0.0,1,5,3,3
48038,0,13,0,1,0,0.0,9,9,0,1
112341,0,10,0,1,0,0.0,12,0,1,3
142605,0,11,0,0,0,0.0,9,9,1,0
39763,0,8,0,1,0,1.0,4,2,0,2
130275,0,2,0,0,0,0.0,1,1,1,0
110910,0,20,0,1,0,2.0,8,6,1,1
76885,0,6,0,0,0,2.0,3,3,3,1
13855,0,9,0,1,0,0.0,8,4,0,2
8901,0,0,0,0,0,0.0,7,2,3,0
124924,0,3,0,0,0,0.0,3,5,3,3
113358,2,12,0,1,0,2.0,6,4,2,2
68089,0,13,0,0,0,0.0,12,1,3,3
33797,0,2,0,0,0,0.0,2,5,2,3
118605,1,16,1,1,0,0.0,9,5,2,3
93985,0,8,0,0,0,1.0,6,8,0,0
87436,0,14,0,2,0,2.0,6,4,3,2
39837,0,4,0,2,0,0.0,3,6,0,1
60738,2,9,0,0,0,0.0,10,0,1,3
95783,0,5,0,0,0,0.0,4,2,3,1
59595,0,0,1,0,0,0.0,1,2,3,0
15521,0,7,0,3,0,3.0,5,9,1,2
64709,1,3,0,0,0,2.0,6,8,3,0
13668,0,11,0,3,0,2.0,7,9,0,1
128949,1,3,0,0,0,2.0,5,5,3,0
121196,0,12,0,2,0,0.0,6,9,1,0
126868,0,5,0,0,0,0.0,2,3,2,1
22098,98,0,98,0,98,0.0,3,5,3,0
40146,0,4,0,1,0,0.0,10,7,1,1
100404,0,10,0,1,0,1.0,8,2,3,2
145051,0,13,0,2,0,0.0,5,5,2,3
90090,0,18,0,0,0,1.0,9,9,0,0
117900,3,6,0,1,0,2.0,5,0,3,3
86489,0,21,0,0,0,0.0,12,1,0,0
101977,0,7,0,0,0,2.0,5,5,2,1
95923,0,9,0,1,0,0.0,12,3,2,3
80822,2,7,0,1,0,2.0,4,2,2,2
7049,0,3,0,0,0,0.0,12,5,1,3
71425,0,19,0,3,0,0.0,9,6,0,2
60380,0,16,0,1,0,2.0,6,6,2,2
36278,0,3,0,0,0,0.0,12,3,0,0
58978,1,5,0,0,0,1.0,3,1,3,0
115778,0,20,0,0,0,2.0,7,6,2,1
72823,0,9,0,0,0,1.0,7,6,2,0
47945,0,15,0,1,0,1.0,7,1,0,3
122099,0,0,0,0,0,0.0,10,5,3,0
124540,0,12,0,1,0,4.0,6,9,2,2
45134,0,11,0,1,0,3.0,6,3,3,3
1362,0,12,0,1,0,0.0,3,7,3,2
25895,0,2,0,1,0,0.0,7,5,0,3
72501,0,11,0,1,0,1.0,6,5,2,2
138494,0,17,0,1,0,0.0,8,6,0,1
34595,0,9,0,0,0,1.0,8,4,0,0
111012,0,10,0,0,0,0.0,11,2,0,0
92766,0,13,0,2,0,0.0,12,5,3,3
122722,1,10,0,0,0,0.0,6,6,1,0
56536,1,6,0,2,0,1.0,5,9,1,2
17041,0,4,0,1,0,0.0,10,8,0,0
127936,0,10,0,0,0,0.0,6,5,1,0
118149,0,7,1,1,0,3.0,5,4,1,2
29805,0,9,0,1,0,2.0,3,2,1,2
140175,0,6,0,0,0,0.0,8,3,2,0
138628,0,11,0,0,0,0.0,7,2,0,1
120648,0,8,0,2,0,0.0,9,9,1,0
74736,0,20,0,2,0,1.0,2,5,0,1
10567,0,4,0,0,0,0.0,11,3,0,0
109960,0,9,0,2,0,0.0,4,6,1,2
118466,0,2,0,0,0,0.0,5,0,3,1
29314,0,15,0,1,0,0.0,10,5,1,3
144980,0,15,0,1,0,0.0,4,4,2,2
72502,0,5,0,0,0,0.0,10,5,1,3
82044,0,10,0,1,0,0.0,5,4,1,1
126510,0,15,0,1,0,0.0,9,9,0,1
35057,0,20,1,0,0,0.0,6,9,0,0
2754,0,5,0,0,0,0.0,10,4,2,0
91808,0,4,0,0,0,0.0,2,5,1,3
98205,0,9,0,0,0,0.0,11,5,1,0
46052,1,15,0,1,0,0.0,9,4,2,1
14353,0,7,1,0,0,0.0,3,7,1,1
93725,0,5,0,0,0,0.0,5,4,2,1
84659,1,5,1,0,1,2.0,5,7,2,0
100008,0,20,0,2,0,0.0,9,3,1,2
145324,0,14,0,1,0,0.0,9,5,2,3
72215,0,8,0,2,0,0.0,1,2,2,2
138242,0,4,0,1,1,4.0,3,6,3,1
146613,1,20,0,2,0,3.0,6,5,1,1
30440,0,7,0,1,0,0.0,5,5,3,2
7293,0,10,0,2,0,0.0,8,9,3,2
32566,0,9,0,1,0,0.0,3,1,1,2
114503,0,5,0,0,0,1.0,11,6,1,0
53489,1,10,0,3,0,0.0,10,9,2,2
31937,1,5,0,0,1,1.0,3,2,3,1
135678,0,10,0,3,1,0.0,5,9,1,2
146314,0,6,0,2,0,3.0,3,3,3,1
113480,0,14,0,1,0,0.0,6,3,1,1
68706,0,1,0,0,0,0.0,10,9,0,0
57426,3,10,0,1,0,4.0,5,5,3,2
136017,0,8,0,1,0,0.0,3,4,0,2
26318,0,5,0,2,0,1.0,7,4,1,2
110375,0,4,0,1,0,0.0,8,6,0,1
57700,0,7,0,0,0,0.0,12,5,0,3
117799,1,14,0,0,0,1.0,4,8,2,1
128170,0,8,0,2,0,0.0,3,4,0,1
131651,0,5,0,0,0,0.0,5,5,2,0
11353,3,27,0,3,0,1.0,6,9,3,2
111375,0,29,0,5,7,1.0,9,9,2,2
101737,1,14,0,1,0,0.0,9,6,0,1
107208,1,2,1,0,0,0.0,1,3,3,0
92232,0,4,0,0,0,0.0,3,5,3,3
38824,0,10,0,2,0,2.0,5,3,2,2
68258,0,5,0,2,0,3.0,5,7,2,2
7779,1,1,3,0,0,0.0,7,6,3,0
141605,0,6,0,1,0,0.0,7,6,0,2
48753,1,21,1,3,0,2.0,5,4,0,2
92100,0,7,0,2,0,2.0,7,5,2,3
87794,0,12,0,2,0,0.0,7,9,1,1
105620,1,4,0,2,0,2.0,6,9,3,1
94300,0,8,0,0,0,0.0,10,5,1,3
65538,0,1,1,0,1,0.0,5,2,3,0
143961,0,5,0,0,0,0.0,4,6,2,0
87757,0,5,0,1,0,0.0,8,4,0,2
82504,0,18,0,4,0,0.0,4,9,2,2
138977,0,7,0,1,0,0.0,6,2,0,2
125433,0,11,0,3,0,0.0,7,7,0,2
50031,0,7,0,0,0,0.0,9,5,0,0
44421,0,7,0,0,0,0.0,6,0,0,3
10263,1,13,0,2,0,2.0,4,9,3,2
56960,0,4,0,0,0,0.0,6,5,2,3
29005,0,3,0,0,0,0.0,12,2,0,0
47910,0,4,0,1,0,0.0,10,5,1,3
38721,0,5,0,2,0,1.0,11,5,0,1
88609,0,7,0,1,0,3.0,6,9,0,1
59222,0,12,0,1,0,3.0,8,5,2,2
82774,0,10,0,1,0,0.0,10,2,1,2
110008,0,3,0,0,0,0.0,11,4,0,0
66930,1,13,1,0,1,0.0,12,0,1,3
83123,0,13,0,1,0,0.0,8,9,1,1
57574,0,7,0,0,0,4.0,5,3,3,0
146094,0,12,0,1,0,0.0,7,2,0,2
6153,0,13,0,0,0,0.0,12,8,1,0
115354,1,4,0,2,0,1.0,8,2,3,2
82077,2,14,0,2,0,3.0,7,9,1,1
42497,0,12,0,1,0,0.0,3,5,2,2
75203,4,8,0,0,2,0.0,6,5,3,3
143311,0,7,0,0,0,1.0,12,6,1,0
148851,0,11,0,1,0,0.0,9,2,1,2
101543,1,9,0,2,0,2.0,8,5,2,3
41672,0,14,0,1,0,2.0,8,9,1,0
92833,0,4,0,1,0,1.0,11,4,1,2
46317,0,11,0,1,0,1.0,8,9,1,1
32839,1,2,1,0,2,3.0,5,3,3,0
127461,0,5,0,1,0,3.0,8,7,0,1
33707,0,11,0,2,0,2.0,10,5,1,3
58982,0,14,0,5,0,2.0,6,2,3,3
78217,0,6,0,0,0,0.0,10,0,2,0
81791,0,13,0,4,0,0.0,7,5,3,3
33378,0,2,0,0,0,0.0,9,5,1,3
31447,0,3,0,1,0,0.0,9,7,0,0
93509,0,8,0,0,1,0.0,10,5,2,0
91457,0,9,0,0,0,0.0,4,5,1,3
42015,0,12,0,1,0,0.0,9,3,2,2
137496,0,8,0,2,0,1.0,7,6,0,1
133699,0,17,0,2,0,1.0,7,9,1,1
92163,0,10,0,0,0,0.0,8,4,0,0
48707,0,8,0,1,0,1.0,9,5,3,2
91229,0,5,0,0,0,0.0,8,6,1,0
135931,0,6,0,1,0,2.0,6,5,3,3
121009,0,21,0,2,0,2.0,7,9,3,2
74358,0,4,0,1,0,0.0,5,3,1,2
78737,0,11,0,1,0,2.0,7,9,0,1
38711,0,1,4,0,0,1.0,7,7,3,0
75382,0,6,0,1,0,0.0,9,5,2,3
142079,0,11,0,1,0,1.0,9,4,2,2
136707,0,3,0,0,0,0.0,8,1,0,0
117432,0,16,0,2,0,1.0,9,7,2,2
63225,0,31,0,0,0,0.0,12,4,0,0
119845,0,3,0,1,0,0.0,4,7,1,1
120313,0,9,0,1,0,0.0,6,5,3,3
2608,2,24,0,2,0,0.0,9,9,2,1
27686,0,4,0,1,0,0.0,6,7,2,1
108131,0,8,0,1,0,0.0,5,5,0,1
113125,0,0,2,0,0,1.0,2,3,3,0
145513,1,5,2,0,1,0.0,3,4,3,0
86857,0,8,0,2,0,0.0,3,5,0,2
54675,0,10,0,0,0,0.0,8,2,2,2
84965,2,10,0,1,0,5.0,5,6,3,2
82907,0,13,1,4,0,0.0,3,5,3,3
80132,2,9,0,0,0,0.0,7,2,0,0
11846,0,7,0,2,0,0.0,5,0,3,3
25479,0,6,0,1,0,0.0,4,1,3,2
96652,0,6,0,0,0,0.0,10,2,0,0
102143,0,11,0,1,0,1.0,7,3,2,2
23717,0,0,3,0,0,3.0,6,4,3,0
115595,1,9,0,3,0,3.0,5,7,2,2
11338,0,6,0,2,0,0.0,10,5,0,2
11102,0,19,0,2,0,1.0,8,9,2,1
48187,0,5,0,1,0,1.0,6,4,1,1
43428,0,6,0,0,0,0.0,12,9,1,0
3139,0,6,0,1,0,3.0,2,4,1,1
2019,0,2,0,0,0,0.0,4,4,0,0
99706,0,3,0,0,0,3.0,6,9,0,0
50550,0,17,0,1,0,0.0,9,9,2,1
83007,0,9,0,2,0,2.0,5,7,0,2
71043,0,10,0,2,0,1.0,6,4,2,2
83082,0,1,0,0,0,0.0,12,3,0,0
112013,0,4,0,0,0,0.0,5,5,1,3
131957,1,9,0,0,0,0.0,2,8,2,0
105594,0,3,0,0,0,0.0,8,5,2,3
32415,0,2,0,0,0,2.0,8,4,3,1
115536,0,9,0,2,0,0.0,3,9,3,2
118076,1,13,0,2,0,0.0,7,0,3,3
60458,0,14,0,2,0,1.0,7,7,2,2
96433,0,6,0,2,0,2.0,6,7,1,1
121863,0,10,0,1,0,0.0,8,4,2,1
21068,0,6,0,1,0,0.0,5,4,3,2
33598,0,8,0,2,0,2.0,6,4,2,2
125672,0,9,0,1,0,0.0,10,5,0,2
79824,0,8,2,0,0,1.0,8,6,3,1
23925,0,12,0,1,0,4.0,7,9,2,1
67781,0,10,0,3,0,1.0,9,9,2,2
101318,0,15,1,4,1,0.0,8,9,2,2
30848,0,16,0,2,0,2.0,4,9,1,2
7611,0,10,0,1,0,0.0,9,5,1,3
49364,0,7,0,2,0,4.0,6,9,2,2
146017,1,1,0,0,0,0.0,8,5,2,3
48049,0,23,0,5,0,1.0,10,9,2,2
115446,1,20,0,4,0,0.0,6,9,2,2
57430,0,12,0,0,0,4.0,4,3,2,2
54060,2,15,0,2,0,0.0,8,9,2,1
33727,0,5,0,0,0,2.0,9,9,0,0
27990,0,14,0,1,0,1.0,6,9,2,2
134748,0,7,0,2,0,0.0,12,5,0,3
104625,0,8,0,0,0,0.0,12,3,1,0
60137,0,4,0,0,0,0.0,7,3,2,2
79236,0,12,0,1,0,0.0,6,5,2,2
30137,0,1,0,0,0,0.0,1,0,0,0
34449,0,5,0,0,0,0.0,10,2,0,0
9262,0,8,0,2,0,0.0,10,5,1,3
63462,0,6,0,1,0,0.0,8,6,1,1
148497,0,10,0,2,0,3.0,4,8,1,1
40409,0,3,0,1,0,0.0,12,5,0,3
83952,0,12,0,1,0,1.0,4,7,0,2
18399,0,8,0,1,0,1.0,9,8,2,1
67614,0,14,0,2,0,0.0,8,5,2,3
47812,0,6,0,4,0,0.0,6,5,2,3
50821,0,18,0,1,0,0.0,5,6,2,1
64759,1,5,0,1,0,2.0,6,6,2,1
134567,0,9,0,1,0,1.0,8,8,1,1
86655,0,17,0,0,0,0.0,10,7,0,0
115850,2,9,0,0,0,0.0,9,4,3,1
134354,0,3,0,1,0,0.0,7,6,2,1
30499,0,0,1,0,0,0.0,4,5,3,0
1442,1,8,0,0,0,0.0,6,4,0,0
59323,0,3,0,1,0,0.0,5,2,3,2
123428,0,6,0,0,0,0.0,12,5,1,3
44019,0,10,0,3,0,0.0,5,9,2,1
84777,0,17,0,2,0,0.0,8,8,3,2
63742,0,7,0,1,0,0.0,4,2,2,1
76766,0,0,1,0,0,1.0,10,1,3,0
132994,0,5,0,0,0,0.0,11,0,2,0
29040,0,8,0,0,0,0.0,4,7,2,2
17808,1,5,0,1,0,0.0,9,2,2,2
139810,1,18,0,7,0,0.0,5,5,3,3
10593,0,3,0,0,0,0.0,10,4,2,1
87013,0,5,0,0,0,0.0,9,5,1,3
56090,0,2,0,1,0,0.0,2,2,2,3
25003,1,9,0,2,0,1.0,4,8,3,2
25484,0,13,0,0,0,0.0,6,5,0,0
44722,1,11,0,4,0,2.0,3,3,0,3
112746,0,5,0,1,0,0.0,4,5,3,3
53366,0,11,0,2,0,1.0,6,5,2,2
42363,0,10,0,3,0,0.0,7,9,1,1
54356,1,9,1,0,0,2.0,8,5,3,0
37645,0,5,0,1,0,2.0,4,6,2,2
131264,0,3,0,0,0,1.0,11,6,1,0
77755,0,12,0,1,0,0.0,7,0,1,3
86318,0,4,0,1,0,3.0,7,7,1,1
22840,0,9,0,0,0,0.0,3,5,2,3
96703,0,4,0,1,0,2.0,5,9,0,2
87039,1,12,0,2,0,0.0,9,5,3,3
15091,0,4,0,1,0,0.0,12,5,0,3
116894,0,13,0,1,0,0.0,9,8,1,0
128182,1,15,0,2,0,0.0,9,7,2,2
28166,1,9,0,2,0,2.0,6,0,3,3
6137,0,2,0,0,0,0.0,7,5,3,0
70718,0,5,0,1,0,0.0,7,5,3,3
15750,1,3,1,1,1,3.0,6,5,3,3
41834,1,10,2,1,2,0.0,7,5,3,3
69546,1,5,0,1,0,2.0,7,2,3,3
95029,0,8,0,1,0,0.0,10,1,3,3
3675,1,20,0,2,0,1.0,8,9,1,1
83201,1,12,0,3,0,0.0,4,5,0,3
63856,0,3,0,0,0,0.0,10,0,0,3
102531,0,1,0,1,1,5.0,7,4,3,2
82954,0,12,0,2,0,2.0,5,9,2,2
10051,0,16,0,4,0,0.0,7,9,0,1
97976,0,7,0,1,0,0.0,2,3,3,2
102484,1,9,0,0,0,2.0,4,3,1,0
4270,0,2,0,0,0,0.0,1,0,1,0
41610,0,13,0,1,0,0.0,12,3,0,0
139268,0,14,0,0,0,1.0,6,5,1,1
6454,0,18,0,10,0,3.0,5,9,1,2
110801,1,12,0,2,0,0.0,8,5,2,2
149958,0,4,0,0,0,3.0,2,3,3,0
23842,0,2,0,0,0,0.0,2,2,0,0
23405,0,4,0,0,0,0.0,12,2,0,0
24533,1,9,0,1,0,1.0,6,9,2,2
111382,0,7,0,0,0,0.0,8,5,1,3
71001,0,8,0,2,0,0.0,9,5,2,3
138991,0,11,0,0,0,0.0,3,8,3,0
3858,0,5,0,1,0,0.0,10,5,1,0
82791,0,13,0,1,0,0.0,5,5,2,3
99510,1,7,0,1,0,0.0,9,5,0,0
85782,0,14,0,2,0,1.0,6,9,1,1
117810,0,7,0,0,0,0.0,12,4,1,0
32775,0,14,0,1,0,1.0,9,4,2,2
100306,0,6,0,2,0,0.0,4,9,2,1
53625,0,3,0,0,0,0.0,12,0,0,3
11404,0,14,0,2,0,2.0,5,7,2,1
20861,0,10,0,0,0,0.0,10,2,0,0
143353,1,11,0,1,1,3.0,7,9,3,1
95447,0,1,0,0,0,0.0,5,3,0,0
40813,0,2,2,0,0,3.0,2,5,0,0
138602,0,8,0,1,0,1.0,9,7,0,1
57336,0,7,0,1,0,0.0,8,1,3,2
5371,1,2,0,0,0,1.0,7,5,2,3
29168,0,7,0,0,0,0.0,3,1,1,1
37019,0,11,0,2,0,1.0,8,7,0,2
65650,0,8,0,1,0,1.0,5,6,3,2
137847,0,24,0,0,0,0.0,9,6,2,2
10097,1,12,0,0,0,0.0,4,7,3,1
130502,0,4,0,2,0,0.0,4,5,1,3
141643,0,8,0,2,0,1.0,11,5,0,3
256,0,1,0,0,0,0.0,1,1,0,0
116514,0,6,0,0,0,1.0,4,5,3,0
133817,2,11,0,0,0,0.0,7,3,3,1
82444,0,15,0,0,0,1.0,5,4,2,2
98381,0,11,0,2,0,3.0,5,9,0,1
103974,0,6,0,0,0,1.0,8,2,1,0
57731,0,11,0,0,0,0.0,7,5,3,3
140659,0,8,0,4,0,0.0,8,5,2,3
50817,3,10,1,2,1,3.0,6,9,0,2
62610,0,7,0,1,0,0.0,11,0,0,3
72427,0,8,0,1,0,2.0,7,8,1,1
104224,0,1,0,0,0,0.0,9,4,0,0
109913,0,16,0,1,0,0.0,9,3,1,2
84702,0,2,0,0,0,0.0,8,7,2,0
136778,0,25,0,2,0,0.0,9,7,1,1
21560,1,9,0,2,0,0.0,6,5,2,2
76020,0,11,0,4,0,1.0,8,9,0,2
95748,0,11,0,1,0,0.0,7,5,0,3
63954,0,15,0,1,0,0.0,12,5,0,3
103863,1,4,0,1,0,2.0,5,9,1,2
98911,3,25,0,1,0,0.0,4,0,2,3
77875,0,10,0,2,0,2.0,5,9,0,2
53495,1,9,0,0,0,2.0,3,7,2,1
72948,0,9,0,0,0,0.0,12,6,0,0
17072,0,9,0,1,0,0.0,10,5,1,3
50147,0,10,0,2,0,0.0,9,8,2,2
115334,0,5,0,0,0,0.0,3,5,2,3
16418,1,4,0,0,2,0.0,9,3,3,1
64844,0,8,0,1,0,0.0,4,7,1,2
9965,1,2,1,0,0,0.0,6,5,3,3
25068,0,2,0,0,0,0.0,11,5,1,3
7765,0,2,0,0,0,0.0,5,5,0,3
22514,0,3,1,1,0,0.0,5,5,3,3
149708,0,9,0,1,0,0.0,6,3,2,2
78833,0,15,0,1,0,0.0,11,6,1,1
52197,0,10,0,0,0,0.0,11,5,1,0
39348,0,14,0,1,0,0.0,7,5,2,3
106438,0,6,0,2,0,3.0,5,5,0,3
76027,0,8,0,1,0,0.0,8,4,3,2
107078,0,12,0,2,0,2.0,3,7,3,1
3827,0,7,0,0,0,0.0,7,5,0,0
74401,0,7,0,0,0,0.0,4,4,0,0
37626,0,3,0,0,0,1.0,9,5,1,0
40571,1,7,0,2,0,0.0,7,7,0,2
40267,0,8,0,0,0,1.0,5,4,2,2
42356,0,19,0,3,0,2.0,6,9,3,2
230,1,8,0,1,0,0.0,9,9,0,1
104850,1,3,0,0,0,0.0,4,3,2,1
24221,0,8,0,0,0,0.0,10,6,1,0
24687,0,15,0,2,0,1.0,5,0,1,3
89076,0,8,0,1,0,2.0,6,5,2,2
109215,0,11,0,5,0,1.0,6,6,2,2
129725,0,3,0,1,0,0.0,8,4,1,0
55966,2,3,0,0,0,0.0,2,3,3,1
19191,0,5,0,1,0,0.0,7,4,1,1
61940,2,7,0,1,0,3.0,5,5,1,3
25343,0,3,0,0,0,0.0,12,5,2,3
51121,0,18,0,2,0,0.0,9,4,0,1
44137,0,25,0,1,0,1.0,12,9,0,0
72521,0,10,0,0,0,0.0,5,5,1,3
69822,0,10,0,1,0,4.0,8,2,0,2
95318,0,16,0,3,0,0.0,8,6,1,2
45336,0,14,0,0,0,2.0,4,9,3,1
24536,0,2,1,0,0,0.0,2,2,3,0
94009,0,8,0,1,0,0.0,6,5,1,3
47139,0,6,0,1,0,0.0,12,2,1,1
148977,3,6,0,1,0,0.0,6,5,0,3
27708,0,3,0,0,0,0.0,8,9,3,0
135259,0,6,0,0,0,0.0,12,5,1,3
57061,0,2,1,0,0,0.0,9,1,2,0
104216,0,4,0,0,0,0.0,11,6,1,0
19740,3,8,2,0,0,1.0,6,5,3,0
43294,0,9,0,1,0,1.0,8,5,2,3
71511,0,12,0,1,0,0.0,4,6,2,2
68308,0,4,0,0,0,0.0,5,5,3,3
129836,0,14,0,2,0,3.0,7,9,1,1
66547,0,8,0,2,0,2.0,9,9,1,1
145865,0,6,0,2,0,0.0,4,5,0,2
136814,0,12,0,4,0,0.0,7,9,2,2
135267,0,2,0,0,0,2.0,4,2,0,0
133805,0,5,0,0,0,0.0,9,2,1,0
64287,0,10,0,2,0,0.0,10,2,0,2
88853,0,6,0,0,0,0.0,10,2,2,0
94056,0,2,0,0,0,1.0,7,5,0,3
42067,0,10,0,1,0,2.0,9,9,1,1
41198,0,14,0,1,0,0.0,11,3,2,2
101559,0,11,0,4,0,0.0,7,9,1,2
111359,0,10,0,1,0,0.0,3,4,1,2
130524,0,17,0,1,0,2.0,6,6,1,2
120258,0,3,0,0,0,3.0,3,4,3,0
63790,0,14,0,0,0,1.0,3,9,0,0
59047,0,5,0,1,1,0.0,9,4,3,1
